query,true_fish,cam,image_rank1,image_ap,identity_rank1,identity_ap,image_top1_fish,image_top1_score,image_top1_source,image_top2_fish,image_top2_score,image_top2_source,image_top3_fish,image_top3_score,image_top3_source,image_top4_fish,image_top4_score,image_top4_source,image_top5_fish,image_top5_score,image_top5_source,identity_top1_fish,identity_top1_score,identity_top1_source,identity_top2_fish,identity_top2_score,identity_top2_source,identity_top3_fish,identity_top3_score,identity_top3_source,identity_top4_fish,identity_top4_score,identity_top4_source,identity_top5_fish,identity_top5_score,identity_top5_source
0003_c2s1_0029.png,0003,c2,0.0,0.055503,0.0,0.083333,0008,0.502459,0008_c1s1_0001.jpg,0020,0.461655,0020_c2s1_0009.jpg,0013,0.461251,0013_c2s1_0009.jpg,0023,0.452203,0023_c1s1_0001.png,0011,0.451834,0011_c2s1_0006.png,0011,0.451834,0011,0017,0.435737,0017,0020,0.426459,0020,0008,0.421905,0008,0023,0.416467,0023
0003_c2s1_0030.png,0003,c2,0.0,0.066256,0.0,0.100000,0023,0.492578,0023_c1s1_0001.png,0008,0.402997,0008_c1s1_0001.jpg,0011,0.341932,0011_c2s1_0006.png,0020,0.341364,0020_c2s1_0009.jpg,0013,0.332541,0013_c2s1_0009.jpg,0023,0.429987,0023,0011,0.341932,0011,0020,0.323524,0020,0008,0.300096,0008,0009,0.270994,0009
0003_c2s1_0031.png,0003,c2,0.0,0.050460,0.0,0.071429,0023,0.544689,0023_c1s1_0001.png,0011,0.482504,0011_c2s1_0006.png,0009,0.443970,0009_c1s1_0002.png,0008,0.434348,0008_c1s1_0001.jpg,0018,0.407859,0018_c1s1_0002.png,0023,0.515911,0023,0011,0.482504,0011,0009,0.396627,0009,0020,0.367651,0020,0018,0.331904,0018
0003_c2s1_0032.png,0003,c2,0.0,0.070597,0.0,0.090909,0020,0.459269,0020_c2s1_0010.jpg,0008,0.416864,0008_c2s1_0010.jpg,0017,0.406465,0017_c1s1_0004.png,0024,0.406136,0024_c2s1_0007.png,0023,0.380959,0023_c1s1_0001.png,0020,0.404907,0020,0017,0.396128,0017,0018,0.360062,0018,0008,0.344619,0008,0013,0.338507,0013
0003_c2s1_0033.png,0003,c2,0.0,0.064133,0.0,0.100000,0008,0.484756,0008_c1s1_0001.jpg,0013,0.374789,0013_c2s1_0009.jpg,0007,0.363451,0007_c2s1_0007.png,0017,0.346821,0017_c2s1_0006.jpg,0023,0.326273,0023_c1s1_0001.png,0008,0.372629,0008,0017,0.307851,0017,0011,0.304111,0011,0013,0.287493,0013,0007,0.283651,0007
0003_c2s1_0034.png,0003,c2,0.0,0.062284,0.0,0.111111,0011,0.548426,0011_c2s1_0006.png,0023,0.543795,0023_c1s1_0003.png,0013,0.541378,0013_c2s1_0009.jpg,0008,0.534362,0008_c1s1_0001.jpg,0020,0.506035,0020_c2s1_0009.jpg,0011,0.548426,0011,0023,0.534674,0023,0009,0.464737,0009,0013,0.459506,0013,0020,0.459323,0020
0003_c2s1_0035.png,0003,c2,0.0,0.060213,0.0,0.111111,0023,0.535071,0023_c1s1_0003.png,0011,0.502260,0011_c2s1_0006.png,0013,0.480575,0013_c2s1_0009.jpg,0005,0.471025,0005_c2s1_0011.jpg,0008,0.452094,0008_c1s1_0001.jpg,0023,0.506540,0023,0011,0.502260,0011,0013,0.384104,0013,0009,0.383778,0009,0008,0.314324,0008
0003_c2s1_0036.png,0003,c2,0.0,0.056601,0.0,0.090909,0008,0.630131,0008_c2s1_0006.jpg,0017,0.604685,0017_c2s1_0006.jpg,0011,0.587405,0011_c2s1_0006.png,0020,0.578818,0020_c2s1_0009.jpg,0005,0.573652,0005_c2s1_0007.jpg,0011,0.587405,0011,0017,0.564649,0017,0019,0.547640,0019,0007,0.534333,0007,0020,0.530827,0020
0004_c1s1_0001.png,0004,c1,0.0,0.046274,0.0,0.066667,0023,0.444655,0023_c1s1_0001.png,0012,0.351127,0012_c2s1_0007.png,0011,0.339361,0011_c2s1_0006.png,0008,0.339009,0008_c1s1_0001.jpg,0018,0.287575,0018_c1s1_0002.png,0023,0.347674,0023,0011,0.339361,0011,0018,0.235406,0018,0008,0.213757,0008,0020,0.188503,0020
0004_c1s1_0002.png,0004,c1,0.0,0.043586,0.0,0.055556,0023,0.445725,0023_c1s1_0001.png,0008,0.344841,0008_c1s1_0001.jpg,0018,0.281241,0018_c1s1_0001.png,0012,0.270420,0012_c2s1_0007.png,0011,0.228701,0011_c1s1_0001.png,0023,0.269978,0023,0008,0.241207,0008,0011,0.202925,0011,0018,0.189721,0018,0017,0.181690,0017
0004_c1s1_0003.png,0004,c1,0.0,0.037509,0.0,0.047619,0023,0.387243,0023_c1s1_0001.png,0011,0.382573,0011_c1s1_0001.png,0012,0.354227,0012_c2s1_0006.png,0008,0.280932,0008_c1s1_0001.jpg,0018,0.202767,0018_c1s1_0002.png,0023,0.222442,0023,0008,0.189270,0008,0011,0.179602,0011,0018,0.113846,0018,0017,0.070813,0017
0004_c1s1_0004.png,0004,c1,0.0,0.037002,0.0,0.050000,0023,0.436291,0023_c1s1_0002.png,0012,0.322225,0012_c2s1_0007.png,0009,0.319695,0009_c1s1_0002.png,0011,0.305120,0011_c2s1_0006.png,0008,0.257981,0008_c1s1_0001.jpg,0023,0.382954,0023,0011,0.305120,0011,0009,0.246849,0009,0020,0.189249,0020,0012,0.167082,0012
0004_c1s1_0005.png,0004,c1,0.0,0.036946,0.0,0.047619,0008,0.328796,0008_c1s1_0001.jpg,0023,0.324589,0023_c1s1_0001.png,0012,0.314288,0012_c2s1_0006.png,0011,0.281597,0011_c1s1_0001.png,0007,0.271125,0007_c2s1_0007.png,0008,0.272415,0008,0023,0.199041,0023,0007,0.182399,0007,0017,0.173680,0017,0011,0.172549,0011
0004_c1s1_0006.png,0004,c1,0.0,0.050409,0.0,0.071429,0023,0.494525,0023_c1s1_0003.png,0012,0.364375,0012_c2s1_0006.png,0011,0.325200,0011_c1s1_0001.png,0009,0.285702,0009_c1s1_0001.png,0008,0.265976,0008_c1s1_0001.jpg,0023,0.368391,0023,0011,0.288614,0011,0009,0.173498,0009,0008,0.097787,0008,0018,0.067098,0018
0004_c1s1_0007.png,0004,c1,0.0,0.045114,0.0,0.062500,0023,0.633187,0023_c1s1_0003.png,0012,0.469412,0012_c2s1_0007.png,0011,0.393871,0011_c1s1_0001.png,0009,0.388856,0009_c1s1_0002.png,0018,0.380700,0018_c1s1_0002.png,0023,0.543976,0023,0011,0.367113,0011,0009,0.285749,0009,0018,0.221326,0018,0014,0.173240,0014
0004_c1s1_0009.png,0004,c1,0.0,0.041267,0.0,0.052632,0023,0.475378,0023_c1s1_0001.png,0012,0.445405,0012_c2s1_0007.png,0011,0.411698,0011_c1s1_0001.png,0018,0.303481,0018_c1s1_0001.png,0024,0.268947,0024_c2s1_0006.png,0023,0.327262,0023,0018,0.235934,0018,0011,0.183976,0011,0008,0.167293,0008,0020,0.116063,0020
0004_c1s1_0010.png,0004,c1,0.0,0.041507,0.0,0.055556,0011,0.532838,0011_c1s1_0001.png,0023,0.505163,0023_c1s1_0001.png,0012,0.490948,0012_c2s1_0007.png,0024,0.464262,0024_c2s1_0006.png,0018,0.463312,0018_c1s1_0002.png,0023,0.459719,0023,0018,0.419136,0018,0011,0.387698,0011,0020,0.361547,0020,0005,0.309797,0005
0004_c1s1_0011.png,0004,c1,0.0,0.040873,0.0,0.058824,0011,0.575925,0011_c1s1_0001.png,0012,0.516036,0012_c2s1_0006.png,0023,0.515552,0023_c1s1_0001.png,0018,0.423520,0018_c1s1_0002.png,0024,0.395464,0024_c2s1_0006.png,0023,0.443761,0023,0011,0.387940,0011,0018,0.322962,0018,0020,0.251524,0020,0008,0.250186,0008
0004_c2s1_0012.png,0004,c2,0.0,0.050303,0.0,0.076923,0023,0.536419,0023_c1s1_0003.png,0011,0.487792,0011_c2s1_0006.png,0009,0.459587,0009_c1s1_0002.png,0012,0.384973,0012_c2s1_0006.png,0005,0.368161,0005_c2s1_0011.jpg,0023,0.492062,0023,0011,0.487792,0011,0009,0.399911,0009,0020,0.240175,0020,0014,0.221749,0014
0004_c2s1_0013.png,0004,c2,0.0,0.042169,0.0,0.058824,0023,0.440865,0023_c1s1_0003.png,0012,0.379298,0012_c2s1_0007.png,0011,0.374230,0011_c2s1_0006.png,0008,0.306018,0008_c1s1_0001.jpg,0009,0.290243,0009_c1s1_0002.png,0023,0.376912,0023,0011,0.374230,0011,0009,0.234745,0009,0018,0.199707,0018,0020,0.159938,0020
0004_c2s1_0014.png,0004,c2,0.0,0.040265,0.0,0.055556,0011,0.570244,0011_c1s1_0001.png,0023,0.503256,0023_c1s1_0003.png,0012,0.477386,0012_c2s1_0006.png,0008,0.440115,0008_c1s1_0001.jpg,0018,0.427671,0018_c1s1_0002.png,0011,0.495257,0011,0023,0.459333,0023,0009,0.335086,0009,0008,0.321951,0008,0018,0.315549,0018
0004_c2s1_0015.png,0004,c2,0.0,0.048807,0.0,0.066667,0023,0.525544,0023_c1s1_0003.png,0012,0.384464,0012_c2s1_0006.png,0011,0.357496,0011_c2s1_0006.png,0009,0.335664,0009_c1s1_0002.png,0008,0.291210,0008_c1s1_0001.jpg,0023,0.424720,0023,0011,0.357496,0011,0009,0.245936,0009,0018,0.155749,0018,0020,0.131615,0020
0004_c2s1_0016.png,0004,c2,0.0,0.040876,0.0,0.055556,0023,0.354835,0023_c1s1_0002.png,0012,0.287950,0012_c2s1_0007.png,0008,0.205542,0008_c1s1_0001.jpg,0011,0.143051,0011_c1s1_0001.png,0013,0.075090,0013_c2s1_0009.jpg,0023,0.172449,0023,0008,0.107474,0008,0011,0.038374,0011,0013,-0.020122,0013,0018,-0.030914,0018
0004_c2s1_0017.png,0004,c2,0.0,0.052554,0.0,0.083333,0023,0.450930,0023_c1s1_0001.png,0012,0.358671,0012_c2s1_0007.png,0011,0.337867,0011_c1s1_0001.png,0008,0.333759,0008_c1s1_0001.jpg,0005,0.270043,0005_c2s1_0011.jpg,0011,0.326786,0011,0023,0.308905,0023,0008,0.188597,0008,0013,0.148259,0013,0018,0.132255,0018
0004_c2s1_0018.png,0004,c2,0.0,0.040872,0.0,0.055556,0023,0.465666,0023_c1s1_0003.png,0012,0.362365,0012_c2s1_0006.png,0011,0.290187,0011_c2s1_0006.png,0009,0.283410,0009_c1s1_0002.png,0005,0.211975,0005_c2s1_0011.jpg,0023,0.404787,0023,0011,0.290187,0011,0009,0.190654,0009,0014,0.148869,0014,0022,0.106304,0022
0004_c2s1_0019.png,0004,c2,0.0,0.043122,0.0,0.058824,0023,0.488452,0023_c1s1_0001.png,0011,0.399604,0011_c2s1_0006.png,0012,0.385828,0012_c2s1_0007.png,0008,0.374750,0008_c1s1_0001.jpg,0009,0.344465,0009_c1s1_0002.png,0023,0.414028,0023,0011,0.399604,0011,0009,0.283412,0009,0018,0.249488,0018,0008,0.224747,0008
0004_c2s1_0020.png,0004,c2,0.0,0.057060,0.0,0.071429,0023,0.342406,0023_c1s1_0001.png,0012,0.275401,0012_c2s1_0007.png,0008,0.225870,0008_c1s1_0001.jpg,0011,0.145435,0011_c1s1_0001.png,0013,0.123226,0013_c2s1_0009.jpg,0023,0.139486,0023,0008,0.103343,0008,0011,0.087268,0011,0013,0.022671,0013,0018,-0.015160,0018
0004_c2s1_0021.png,0004,c2,0.0,0.046217,0.0,0.071429,0011,0.599171,0011_c2s1_0007.png,0012,0.548622,0012_c2s1_0006.png,0023,0.532500,0023_c1s1_0001.png,0005,0.522651,0005_c2s1_0011.jpg,0018,0.514224,0018_c1s1_0002.png,0011,0.568521,0011,0023,0.517678,0023,0018,0.441990,0018,0008,0.372696,0008,0009,0.351146,0009
0004_c2s1_0022.png,0004,c2,0.0,0.040722,0.0,0.052632,0011,0.453636,0011_c1s1_0001.png,0023,0.433456,0023_c1s1_0001.png,0008,0.407536,0008_c1s1_0001.jpg,0024,0.398750,0024_c2s1_0007.png,0012,0.395790,0012_c2s1_0006.png,0018,0.385731,0018,0023,0.373323,0023,0011,0.367376,0011,0008,0.361663,0008,0020,0.312633,0020
0005_c1s1_0001.png,0005,c1,0.0,0.132401,0.0,0.100000,0023,0.622665,0023_c1s1_0001.png,0012,0.546212,0012_c2s1_0007.png,0018,0.508795,0018_c1s1_0002.png,0011,0.483120,0011_c1s1_0001.png,0024,0.436589,0024_c2s1_0006.png,0023,0.536565,0023,0011,0.448088,0011,0018,0.416668,0018,0009,0.338403,0009,0020,0.300586,0020
0005_c1s1_0002.png,0005,c1,0.0,0.069661,0.0,0.050000,0012,0.312013,0012_c2s1_0007.png,0023,0.241446,0023_c1s1_0002.png,0011,0.231691,0011_c1s1_0001.png,0008,0.070347,0008_c1s1_0001.jpg,0018,-0.009200,0018_c1s1_0002.png,0023,0.061446,0023,0008,0.003515,0008,0011,-0.003653,0011,0018,-0.122785,0018,0013,-0.131470,0013
0005_c1s1_0003.png,0005,c1,0.0,0.094609,0.0,0.076923,0023,0.488714,0023_c1s1_0001.png,0012,0.380301,0012_c2s1_0007.png,0011,0.367926,0011_c1s1_0001.png,0018,0.353372,0018_c1s1_0002.png,0009,0.298786,0009_c1s1_0002.png,0023,0.402681,0023,0011,0.277539,0011,0020,0.242031,0020,0009,0.240347,0009,0018,0.239870,0018
0005_c1s1_0004.png,0005,c1,0.0,0.081838,0.0,0.050000,0012,0.330753,0012_c2s1_0007.png,0011,0.323698,0011_c1s1_0001.png,0023,0.259702,0023_c1s1_0001.png,0008,0.103365,0008_c1s1_0001.jpg,0022,0.028564,0022_c2s1_0006.jpg,0023,0.088445,0023,0008,0.037819,0008,0011,0.026126,0011,0022,-0.093822,0022,0012,-0.107864,0012
0005_c1s1_0005.png,0005,c1,0.0,0.073362,0.0,0.045455,0012,0.304530,0012_c2s1_0007.png,0023,0.243220,0023_c1s1_0002.png,0011,0.216116,0011_c1s1_0001.png,0008,0.035799,0008_c1s1_0001.jpg,0022,0.011557,0022_c2s1_0006.jpg,0023,0.084934,0023,0011,-0.029383,0011,0008,-0.032734,0008,0022,-0.088225,0022,0012,-0.089444,0012
0005_c1s1_0006.png,0005,c1,0.0,0.148276,0.0,0.111111,0011,0.630447,0011_c1s1_0002.png,0018,0.578009,0018_c1s1_0002.png,0023,0.566477,0023_c1s1_0005.png,0005,0.530316,0005_c2s1_0007.jpg,0008,0.523490,0008_c1s1_0001.jpg,0011,0.621757,0011,0023,0.542704,0023,0009,0.521544,0009,0018,0.474897,0018,0020,0.470843,0020
0005_c1s1_0007.png,0005,c1,0.0,0.100827,0.0,0.052632,0011,0.363806,0011_c1s1_0001.png,0012,0.317457,0012_c2s1_0007.png,0023,0.250359,0023_c1s1_0001.png,0008,0.121116,0008_c1s1_0001.jpg,0005,0.066057,0005_c2s1_0011.jpg,0011,0.097248,0011,0023,0.091909,0023,0008,0.046916,0008,0022,-0.062794,0022,0014,-0.084530,0014
0005_c1s1_0008.png,0005,c1,0.0,0.089960,0.0,0.055556,0012,0.299089,0012_c2s1_0007.png,0011,0.281484,0011_c1s1_0001.png,0023,0.273098,0023_c1s1_0001.png,0008,0.136917,0008_c1s1_0001.jpg,0018,0.115240,0018_c1s1_0001.png,0023,0.108088,0023,0011,0.086891,0011,0008,0.054613,0008,0018,0.015345,0018,0020,-0.027522,0020
0005_c1s1_0009.png,0005,c1,0.0,0.089944,0.0,0.052632,0023,0.479419,0023_c1s1_0001.png,0012,0.406443,0012_c2s1_0007.png,0011,0.392256,0011_c1s1_0001.png,0008,0.338572,0008_c1s1_0001.jpg,0018,0.284180,0018_c1s1_0002.png,0023,0.315317,0023,0011,0.289283,0011,0008,0.221450,0008,0018,0.164082,0018,0009,0.123468,0009
0005_c1s1_0010.png,0005,c1,0.0,0.082472,0.0,0.071429,0011,0.428497,0011_c1s1_0001.png,0023,0.413026,0023_c1s1_0001.png,0012,0.303557,0012_c2s1_0007.png,0009,0.280798,0009_c1s1_0002.png,0022,0.243300,0022_c2s1_0006.jpg,0023,0.312680,0023,0011,0.244459,0011,0009,0.205955,0009,0020,0.185729,0020,0014,0.178558,0014
0005_c1s1_0011.png,0005,c1,0.0,0.098047,0.0,0.055556,0012,0.401194,0012_c2s1_0007.png,0011,0.392005,0011_c1s1_0001.png,0023,0.391813,0023_c1s1_0002.png,0008,0.216144,0008_c1s1_0001.jpg,0018,0.196250,0018_c1s1_0002.png,0023,0.265815,0023,0011,0.217779,0011,0008,0.128655,0008,0018,0.071637,0018,0020,0.052241,0020
0005_c1s1_0012.png,0005,c1,0.0,0.077734,0.0,0.052632,0012,0.286614,0012_c2s1_0007.png,0011,0.243001,0011_c1s1_0001.png,0023,0.222321,0023_c1s1_0002.png,0008,0.109285,0008_c1s1_0001.jpg,0018,0.051975,0018_c1s1_0001.png,0008,0.056596,0008,0023,0.011043,0023,0011,0.008722,0011,0018,-0.077193,0018,0007,-0.110851,0007
0005_c1s1_0013.png,0005,c1,0.0,0.079659,0.0,0.052632,0012,0.346575,0012_c2s1_0007.png,0023,0.324121,0023_c1s1_0002.png,0011,0.276464,0011_c1s1_0001.png,0008,0.119153,0008_c1s1_0001.jpg,0018,0.059782,0018_c1s1_0002.png,0023,0.145456,0023,0011,0.058671,0011,0008,0.043233,0008,0018,-0.066715,0018,0012,-0.102123,0012
0005_c1s1_0014.png,0005,c1,0.0,0.128134,0.0,0.125000,0008,0.509526,0008_c2s1_0006.jpg,0005,0.499370,0005_c2s1_0007.jpg,0011,0.491492,0011_c2s1_0006.png,0020,0.486628,0020_c2s1_0009.jpg,0017,0.471266,0017_c1s1_0004.png,0011,0.491492,0011,0017,0.466756,0017,0008,0.450388,0008,0018,0.443201,0018,0020,0.439658,0020
0005_c1s1_0016.png,0005,c1,0.0,0.083541,0.0,0.050000,0012,0.314489,0012_c2s1_0007.png,0023,0.288905,0023_c1s1_0002.png,0011,0.287952,0011_c1s1_0001.png,0008,0.071788,0008_c1s1_0001.jpg,0022,0.061367,0022_c2s1_0006.jpg,0023,0.143093,0023,0011,0.062201,0011,0008,-0.021459,0008,0022,-0.065347,0022,0014,-0.094467,0014
0005_c1s1_0017.png,0005,c1,0.0,0.095040,0.0,0.066667,0023,0.294329,0023_c1s1_0005.png,0012,0.284808,0012_c2s1_0007.png,0011,0.155092,0011_c1s1_0001.png,0018,0.134306,0018_c1s1_0001.png,0009,0.132124,0009_c1s1_0002.png,0023,0.236473,0023,0012,0.197002,0012,0011,0.125205,0011,0014,0.098331,0014,0022,0.095566,0022
0005_c1s1_0018.png,0005,c1,0.0,0.077016,0.0,0.076923,0011,0.317527,0011_c1s1_0001.png,0012,0.314393,0012_c2s1_0007.png,0008,0.274302,0008_c1s1_0001.jpg,0023,0.274233,0023_c1s1_0002.png,0007,0.195899,0007_c2s1_0007.png,0008,0.228386,0008,0011,0.102489,0011,0023,0.096576,0023,0017,0.083079,0017,0007,0.082836,0007
0005_c1s1_0019.png,0005,c1,0.0,0.062285,0.0,0.050000,0012,0.315747,0012_c2s1_0007.png,0023,0.290344,0023_c1s1_0001.png,0008,0.258545,0008_c1s1_0001.jpg,0011,0.257442,0011_c1s1_0001.png,0007,0.167706,0007_c2s1_0007.png,0008,0.187621,0008,0023,0.174838,0023,0011,0.148791,0011,0013,0.075960,0013,0007,0.053032,0007
0005_c1s1_0020.png,0005,c1,0.0,0.087347,0.0,0.052632,0012,0.364250,0012_c2s1_0007.png,0011,0.345192,0011_c1s1_0001.png,0023,0.331084,0023_c1s1_0001.png,0008,0.207295,0008_c1s1_0001.jpg,0018,0.181549,0018_c1s1_0002.png,0011,0.230728,0011,0023,0.182806,0023,0008,0.127158,0008,0018,0.081220,0018,0020,0.080772,0020
0005_c2s1_0021.png,0005,c2,0.0,0.115779,0.0,0.071429,0012,0.423765,0012_c2s1_0007.png,0023,0.412150,0023_c1s1_0002.png,0011,0.337572,0011_c1s1_0001.png,0008,0.241451,0008_c1s1_0001.jpg,0018,0.200076,0018_c1s1_0002.png,0023,0.283008,0023,0011,0.228718,0011,0008,0.138531,0008,0018,0.090006,0018,0020,0.062124,0020
0005_c2s1_0022.png,0005,c2,0.0,0.088896,0.0,0.043478,0023,0.449280,0023_c1s1_0003.png,0011,0.427477,0011_c1s1_0001.png,0012,0.408684,0012_c2s1_0006.png,0008,0.345390,0008_c1s1_0001.jpg,0018,0.315350,0018_c1s1_0002.png,0011,0.381720,0011,0023,0.363000,0023,0009,0.252707,0009,0008,0.220638,0008,0020,0.194433,0020
0005_c2s1_0023.png,0005,c2,0.0,0.096650,0.0,0.058824,0023,0.306742,0023_c1s1_0002.png,0012,0.292798,0012_c2s1_0007.png,0009,0.101810,0009_c1s1_0002.png,0011,0.099055,0011_c2s1_0006.png,0008,0.097331,0008_c1s1_0001.jpg,0023,0.215913,0023,0012,0.135797,0012,0011,0.099055,0011,0009,0.035435,0009,0014,0.023461,0014
0005_c2s1_0024.png,0005,c2,0.0,0.104091,0.0,0.062500,0011,0.462886,0011_c2s1_0006.png,0023,0.424075,0023_c1s1_0005.png,0020,0.412823,0020_c2s1_0009.jpg,0009,0.377987,0009_c1s1_0002.png,0005,0.377413,0005_c2s1_0007.jpg,0011,0.462886,0011,0023,0.391418,0023,0020,0.382861,0020,0009,0.376965,0009,0018,0.301840,0018
0005_c2s1_0025.png,0005,c2,0.0,0.099379,0.0,0.071429,0023,0.583143,0023_c1s1_0004.png,0012,0.510356,0012_c2s1_0006.png,0011,0.404726,0011_c1s1_0001.png,0009,0.373232,0009_c1s1_0002.png,0022,0.335658,0022_c2s1_0006.jpg,0023,0.527456,0023,0011,0.334077,0011,0009,0.267323,0009,0014,0.267035,0014,0022,0.240846,0022
0005_c2s1_0026.png,0005,c2,0.0,0.089191,0.0,0.062500,0008,0.480459,0008_c1s1_0001.jpg,0020,0.428980,0020_c2s1_0009.jpg,0011,0.416296,0011_c2s1_0006.png,0005,0.396384,0005_c2s1_0007.jpg,0007,0.363271,0007_c2s1_0007.png,0011,0.416296,0011,0008,0.380592,0008,0020,0.360584,0020,0017,0.339237,0017,0007,0.311751,0007
0005_c2s1_0027.png,0005,c2,0.0,0.098618,0.0,0.058824,0011,0.475268,0011_c1s1_0001.png,0012,0.338992,0012_c2s1_0007.png,0023,0.329056,0023_c1s1_0003.png,0008,0.311978,0008_c1s1_0001.jpg,0020,0.300544,0020_c2s1_0009.jpg,0011,0.329371,0011,0023,0.252726,0023,0008,0.229830,0008,0020,0.218454,0020,0009,0.199487,0009
0005_c2s1_0028.png,0005,c2,0.0,0.100893,0.0,0.076923,0023,0.520139,0023_c1s1_0005.png,0011,0.509483,0011_c2s1_0006.png,0009,0.491305,0009_c1s1_0002.png,0020,0.442259,0020_c2s1_0006.jpg,0002,0.437668,0002_c2s1_0009.jpg,0011,0.509483,0011,0009,0.477862,0009,0023,0.477841,0023,0020,0.426766,0020,0014,0.371618,0014
0005_c2s1_0029.png,0005,c2,0.0,0.082474,0.0,0.050000,0012,0.333660,0012_c2s1_0007.png,0023,0.276280,0023_c1s1_0003.png,0011,0.226027,0011_c1s1_0001.png,0008,0.046457,0008_c1s1_0001.jpg,0018,0.024988,0018_c1s1_0002.png,0023,0.133192,0023,0011,0.011455,0011,0008,-0.042729,0008,0022,-0.103323,0022,0018,-0.113016,0018
0005_c2s1_0030.png,0005,c2,0.0,0.112165,0.0,0.083333,0011,0.623714,0011_c2s1_0006.png,0020,0.586342,0020_c2s1_0009.jpg,0009,0.536905,0009_c2s1_0010.jpg,0005,0.535223,0005_c2s1_0007.jpg,0024,0.501596,0024_c2s1_0007.png,0011,0.623714,0011,0020,0.536855,0020,0009,0.518571,0009,0018,0.445959,0018,0023,0.443777,0023
0005_c2s1_0031.png,0005,c2,0.0,0.086238,0.0,0.071429,0008,0.493115,0008_c1s1_0001.jpg,0011,0.457597,0011_c2s1_0006.png,0020,0.439354,0020_c2s1_0009.jpg,0023,0.419041,0023_c1s1_0001.png,0005,0.406481,0005_c2s1_0007.jpg,0011,0.457597,0011,0008,0.393496,0008,0020,0.371936,0020,0018,0.358555,0018,0017,0.344300,0017
0006_c1s1_0001.png,0006,c1,0.0,0.057548,0.0,0.071429,0023,0.571224,0023_c1s1_0001.png,0008,0.469006,0008_c1s1_0001.jpg,0011,0.392215,0011_c1s1_0001.png,0003,0.373597,0003_c1s1_0003.png,0009,0.368008,0009_c1s1_0001.png,0023,0.392746,0023,0011,0.363965,0011,0008,0.331665,0008,0009,0.278017,0009,0003,0.275976,0003
0006_c1s1_0002.png,0006,c1,0.0,0.058634,0.0,0.071429,0023,0.466896,0023_c1s1_0001.png,0008,0.355879,0008_c1s1_0001.jpg,0012,0.336612,0012_c2s1_0007.png,0011,0.280748,0011_c1s1_0001.png,0013,0.268707,0013_c2s1_0009.jpg,0023,0.269940,0023,0011,0.221213,0011,0008,0.221183,0008,0013,0.156686,0013,0017,0.070182,0017
0006_c1s1_0003.png,0006,c1,0.0,0.056832,0.0,0.071429,0023,0.541266,0023_c1s1_0001.png,0008,0.476503,0008_c1s1_0001.jpg,0011,0.407340,0011_c2s1_0006.png,0009,0.371926,0009_c1s1_0001.png,0012,0.363297,0012_c2s1_0006.png,0011,0.407340,0011,0023,0.400970,0023,0008,0.320181,0008,0009,0.296768,0009,0018,0.256836,0018
0006_c1s1_0005.png,0006,c1,0.0,0.050551,0.0,0.058824,0023,0.498680,0023_c1s1_0003.png,0012,0.323301,0012_c2s1_0006.png,0008,0.310020,0008_c1s1_0001.jpg,0011,0.298780,0011_c2s1_0006.png,0009,0.295387,0009_c1s1_0001.png,0023,0.388593,0023,0011,0.298780,0011,0009,0.188059,0009,0008,0.151243,0008,0013,0.130530,0013
0006_c1s1_0006.png,0006,c1,0.0,0.064942,0.0,0.090909,0011,0.574819,0011_c2s1_0006.png,0009,0.528147,0009_c1s1_0001.png,0020,0.521505,0020_c2s1_0008.jpg,0008,0.520691,0008_c1s1_0001.jpg,0023,0.511822,0023_c1s1_0001.png,0011,0.574819,0011,0009,0.517982,0009,0023,0.483364,0023,0019,0.446721,0019,0020,0.437108,0020
0006_c1s1_0007.png,0006,c1,0.0,0.066661,0.0,0.066667,0008,0.628946,0008_c1s1_0001.jpg,0023,0.563463,0023_c1s1_0001.png,0003,0.547897,0003_c1s1_0003.png,0013,0.495125,0013_c2s1_0009.jpg,0017,0.475878,0017_c2s1_0006.jpg,0008,0.507184,0008,0003,0.463728,0003,0011,0.456632,0011,0017,0.443587,0017,0013,0.431938,0013
0006_c1s1_0008.png,0006,c1,0.0,0.061325,0.0,0.071429,0023,0.609257,0023_c1s1_0001.png,0008,0.532290,0008_c1s1_0001.jpg,0003,0.463077,0003_c1s1_0003.png,0013,0.461863,0013_c2s1_0009.jpg,0009,0.440875,0009_c1s1_0001.png,0023,0.455821,0023,0011,0.419822,0011,0013,0.383455,0013,0008,0.372067,0008,0003,0.367505,0003
0006_c1s1_0009.png,0006,c1,0.0,0.102703,0.0,0.111111,0008,0.576730,0008_c1s1_0001.jpg,0003,0.555089,0003_c1s1_0003.png,0013,0.532440,0013_c2s1_0009.jpg,0004,0.516872,0004_c1s1_0005.png,0023,0.510208,0023_c1s1_0003.png,0011,0.487275,0011,0003,0.476435,0003,0004,0.468553,0004,0013,0.463622,0013,0009,0.452833,0009
0006_c1s1_0010.png,0006,c1,0.0,0.067933,0.0,0.071429,0008,0.543280,0008_c1s1_0001.jpg,0023,0.492093,0023_c1s1_0001.png,0017,0.457508,0017_c2s1_0006.jpg,0013,0.452345,0013_c2s1_0009.jpg,0003,0.446455,0003_c1s1_0003.png,0008,0.445350,0008,0017,0.434836,0017,0013,0.390918,0013,0003,0.356783,0003,0007,0.353044,0007
